ax,ay,az,gx,gy,gz,activity
-980,-14760,-5524,-34,-843,-23,5
-860,-14724,-5592,-18,-873,-31,5
-892,-14700,-5532,-33,-918,-53,5
-884,-14736,-5684,-8,-873,-73,5
-932,-14668,-5856,-19,-856,-60,5
-852,-14776,-5516,-22,-838,-88,5
-972,-14648,-5756,-26,-789,-79,5
-1060,-14648,-5684,-41,-781,-82,5
-952,-14644,-5724,-10,-752,-58,5
-856,-14656,-5588,-17,-736,44,5
-904,-14744,-5512,-16,-655,65,5
-940,-14712,-5516,20,-663,129,5
-1008,-14676,-5572,40,-704,51,5
-1000,-15036,-5508,37,-763,2,5
-920,-14800,-5532,22,-1017,-46,5
-980,-14756,-5564,50,-811,-94,5
-992,-14736,-5528,50,-833,-116,5
-980,-14868,-5556,80,-858,-138,5
-940,-14804,-5592,110,-876,-111,5
-984,-14664,-5548,87,-910,-141,5
-1256,-14676,-5396,108,-889,-150,5
-916,-14676,-5740,80,-863,-134,5
-952,-14736,-5556,46,-841,-128,5
-1052,-14600,-5552,47,-831,-114,5
-992,-14684,-5548,35,-822,-119,5
-956,-14676,-5396,33,-812,-125,5
-1016,-14800,-5476,15,-840,-115,5
-1104,-14692,-5604,17,-869,-78,5
-984,-14712,-5440,-5,-867,-78,5
-1024,-14812,-5556,22,-861,-83,5
-988,-14668,-5532,-2,-832,-103,5
-940,-14716,-5436,-49,-854,-77,5
-1024,-14736,-5432,-30,-852,-96,5
-912,-14688,-5444,-29,-842,-90,5
-984,-14708,-5504,-18,-810,-72,5
-860,-14808,-5492,5,-768,-98,5
-916,-14732,-5524,32,-742,-91,5
-876,-14776,-5476,41,-723,-92,5
-1016,-14780,-5484,5,-680,-122,5
-968,-14756,-5420,254,-703,-123,5
-980,-14700,-5528,14,-698,-109,5
-900,-14648,-5236,44,-702,-46,5
-936,-14748,-5480,16,-659,15,5
-840,-14824,-5460,-58,-625,73,5
-828,-14760,-5476,-122,-595,77,5
-872,-14804,-5344,-119,-570,80,5
-908,-14844,-5332,-133,-629,77,5
-908,-14808,-5356,-111,-683,76,5
-868,-14832,-5364,-41,-676,32,5
-808,-14860,-5180,-17,-669,-42,5
-920,-14804,-5520,-1,-622,-39,5
-860,-14824,-5156,-23,-643,-81,5
-772,-14688,-5460,-10,-641,-82,5
-948,-14792,-5248,24,-664,-61,5
-1004,-14804,-5432,12,-661,-75,5
-1048,-14836,-5504,-8,-688,-68,5
-952,-14708,-5480,-42,-670,-101,5
-948,-14784,-5560,-44,-653,-34,5
-964,-14696,-5552,-34,-663,-30,5
-852,-14732,-5180,-59,-662,-16,5
-920,-14776,-5296,-50,-672,27,5
-900,-14820,-5412,-42,-646,-242,5
-832,-14748,-5632,-20,-684,-48,5
-900,-14756,-5556,-28,-652,-46,5
-940,-14788,-5488,-31,-637,-99,5
-868,-14772,-5440,53,-648,-111,5
-884,-14636,-5588,50,-673,-121,5
-860,-14712,-5552,46,-713,-127,5
-808,-14788,-5540,9,-732,-103,5
-876,-14756,-5560,5,-684,-117,5
-892,-14812,-5248,-20,-672,-78,5
-1008,-14768,-5580,-26,-661,-77,5
-944,-14756,-5396,25,-652,-39,5
-884,-14780,-5532,68,-604,-26,5
-748,-14772,-5136,79,-633,-47,5
-1016,-14744,-5412,73,-656,-51,5
-816,-14888,-5380,251,-752,-52,5
-872,-14600,-5428,241,-858,-142,5
-892,-14712,-5408,-23,-871,-115,5
-860,-14760,-5448,-24,-729,-29,5
-888,-14716,-5552,-51,-639,11,5
-560,-14636,-5540,-25,-533,57,5
-864,-14604,-5532,18,-460,40,5
-812,-14756,-5516,253,-375,76,5
-856,-14420,-5564,-111,-373,146,5
-1012,-14804,-5572,-88,-440,207,5
-804,-14828,-5316,-47,-549,166,5
-872,-14628,-5412,-70,-599,114,5
-796,-14636,-5560,-80,-571,99,5
-1008,-14716,-5504,-81,-507,110,5
-808,-14788,-5424,-54,-459,117,5
-908,-14760,-5324,-50,-465,128,5
-804,-14868,-5576,-68,-461,129,5
-924,-14916,-5272,-58,-645,-250,5
-812,-14836,-5276,-42,-825,-62,5
-816,-14680,-5300,-57,-883,-119,5
-840,-14796,-5496,-19,-834,-131,5
-1012,-14656,-5528,-60,-696,-98,5
-872,-14652,-5392,-71,-595,241,5
-916,-14748,-5388,-54,-579,87,5
-784,-14844,-5340,-47,-592,110,5
-720,-14832,-5400,-103,-641,77,5
-596,-14940,-4904,-207,-841,-19,5
-920,-14924,-4852,-196,-1266,-254,5
-968,-15056,-4912,-111,-1836,-442,5
-860,-14872,-4928,-248,-2301,-577,5
-960,-14640,-5540,56,-2067,-683,5
-972,-14484,-5752,65,-1899,-689,5
-956,-14556,-6372,109,-1528,-597,5
-1072,-14416,-6472,116,-995,-337,5
-952,-14396,-6252,121,-364,-56,5
-828,-14308,-6384,193,255,257,5
-856,-14356,-5892,126,663,493,5
-1280,-14496,-5844,-245,1012,655,5
-1088,-14736,-5872,-31,1150,519,5
-1132,-14800,-5452,250,1114,673,5
-1184,-14844,-5200,-32,777,662,5
-1020,-14932,-5132,-19,434,592,5
-776,-15000,-4900,121,97,607,5
-716,-14932,-5096,142,-186,474,5
-552,-15276,-5024,38,-538,28,5
-1024,-15336,-5136,128,-1046,-476,5
-852,-14980,-5140,307,-1135,-752,5
-816,-14728,-5412,451,-967,-655,5
-692,-14416,-5676,506,-693,-312,5
-568,-14636,-5472,16,-485,-79,5
-676,-14836,-5008,-174,-611,92,5
-568,-14932,-4696,-239,-776,-55,5
-804,-15196,-4456,-83,-1503,-357,5
-688,-14972,-5036,46,-1802,-627,5
-796,-14940,-5192,86,-1918,-739,5
-708,-14940,-5572,101,-1898,-801,5
-616,-14768,-5544,86,-1606,-751,5
-996,-14672,-5744,97,-1393,-728,5
-860,-14412,-5644,14,-1072,-437,5
-808,-14500,-5952,-70,-711,-153,5
-540,-14480,-5600,-100,-444,122,5
-756,-14696,-5428,-8,-364,252,5
-620,-14912,-5132,48,-415,334,5
-768,-14816,-5340,-18,-433,220,5
-708,-14944,-5220,-105,-486,79,5
-648,-15092,-5252,-113,-574,7,5
-712,-14692,-5264,-44,-604,139,5
-424,-14900,-5628,8,-555,185,5
-576,-14900,-5524,164,-457,159,5
-676,-15072,-5860,511,-257,18,5
-888,-14472,-5672,86,108,95,5
-708,-14564,-5368,-160,251,235,5
-812,-14716,-4896,-2,253,389,5
-820,-15208,-4476,-168,-396,426,5
-856,-15204,-4536,-47,-957,192,5
-544,-14924,-4856,-42,-1334,-69,5
-604,-15016,-5140,-133,-1524,-360,5
-552,-14872,-5564,-239,-1574,-490,5
-832,-14936,-5284,-206,-1721,-510,5
-732,-14956,-5304,-241,-1716,-281,5
-632,-14844,-5368,85,-1572,-201,5
-956,-14712,-5664,-35,-1354,-146,5
-540,-14792,-5804,-136,-1091,-130,5
-548,-14664,-6096,-131,-665,-53,5
-828,-14712,-5544,-77,-437,147,5
-724,-14648,-5552,-99,-317,346,5
-676,-14904,-5236,-88,-423,366,5
-796,-14900,-5352,-110,-677,84,5
-792,-15036,-5368,-155,-875,-2,5
-788,-15108,-4892,-159,-1141,-523,5
-1028,-14876,-5272,-72,-1426,-583,5
-976,-14628,-5244,-73,-1591,-330,5
-832,-14784,-5252,-52,-1593,-212,5
-804,-14884,-5608,-98,-1451,-178,5
-752,-14680,-5828,-168,-1147,-126,5
-528,-14792,-5704,-250,-813,-10,5
-532,-14708,-5728,-267,-637,55,5
-796,-14896,-5524,-120,-519,110,5
-764,-14852,-5488,68,-486,113,5
-752,-14648,-5452,30,-461,166,5
-544,-14748,-5632,-123,-457,95,5
-804,-14804,-5532,-220,-455,44,5
-900,-14724,-5520,-173,-261,20,5
-932,-14812,-5368,-79,-631,25,5
-984,-14732,-5480,-3,-504,55,5
-1016,-14840,-5572,-15,-344,-57,5
-956,-14644,-5660,-58,-212,56,5
-1188,-14632,-5508,-32,-144,245,5
-860,-14788,-5512,5,-45,386,5
-936,-14676,-5612,55,-7,495,5
-832,-14380,-5380,-52,50,491,5
-700,-14736,-5548,-137,153,422,5
-708,-14608,-5136,-273,100,281,5
-924,-14940,-4940,-284,-177,123,5
-916,-15248,-4764,-100,-529,-80,5
-840,-14880,-4360,-94,-1371,-367,5
-936,-15220,-4564,-89,-1871,-784,5
-1148,-15164,-4636,53,-2707,-1059,5
-1156,-15152,-4824,47,-3534,-1611,5
-688,-14604,-5656,195,-3262,-1262,5
-960,-14592,-5948,100,-2938,-998,5
-1072,-14316,-6436,41,-2614,-811,5
-1196,-14356,-6600,113,-2284,-397,5
-784,-14244,-6516,-42,-1442,-32,5
-664,-14496,-6384,-78,-598,210,5
-828,-14808,-6368,-93,51,407,5
-860,-14504,-5740,-239,637,621,5
-948,-14804,-5408,-218,967,790,5
-960,-14640,-5344,-78,847,860,5
-768,-14868,-5216,67,713,793,5
-888,-15052,-5164,117,388,490,5
-684,-15120,-4988,176,126,372,5
-988,-14632,-5224,266,208,302,5
-972,-14728,-5352,115,-298,1,5
-868,-14872,-4872,35,-630,-59,5
-948,-14616,-5372,123,-818,-133,5
-792,-14776,-5600,178,-777,-50,5
-948,-14780,-5544,263,-738,-125,5
-692,-14736,-5792,243,-467,22,5
-612,-14580,-5644,103,-225,145,5
-592,-14672,-5124,-126,73,266,5
-1008,-14912,-5016,-186,13,205,5
-988,-14856,-5128,-139,-296,76,5
-908,-14984,-5068,-68,-768,-4,5
-980,-14940,-5332,31,-961,-72,5
-696,-14996,-5140,110,-983,-225,5
-788,-14896,-5200,134,-1056,-327,5
-888,-14800,-5220,72,-1196,-447,5
-764,-14756,-5320,22,-1095,-268,5
-592,-14800,-5516,125,-831,-256,5
-784,-14708,-5496,-7,-791,-142,5
-924,-14852,-5472,18,-796,-110,5
-608,-14808,-5608,4,-773,-112,5
-516,-14700,-5132,31,-701,-61,5
-568,-14792,-5464,72,-671,-10,5
-688,-14756,-5400,72,-709,-139,5
-832,-15076,-5324,14,-734,-181,5
-708,-14796,-5276,-29,-756,-108,5
-932,-14736,-5320,-50,-805,-91,5
-524,-14748,-5184,-245,-792,-52,5
-852,-14812,-5152,-18,-995,-161,5
-632,-14820,-5412,2,-840,-64,5
-524,-14912,-5480,-244,-640,-60,5
-704,-14948,-5288,-58,-752,-203,5
-728,-14772,-5260,52,-632,-99,5
-924,-14884,-5468,108,-755,-152,5
-700,-14780,-5476,134,-754,-120,5
-692,-14728,-5540,67,-640,-29,5
-712,-14612,-5536,-95,-444,-42,5
-732,-15080,-5524,-121,-197,92,5
-672,-15040,-5264,-33,-214,191,5
-724,-14620,-5180,-251,-435,127,5
-824,-14888,-5252,-83,-648,76,5
-608,-14860,-5180,-251,-652,-35,5
-724,-14964,-5340,-47,-668,-61,5
-636,-14828,-5560,-88,-790,-19,5
-612,-14992,-5192,-56,-702,68,5
-612,-14784,-5256,-10,-673,249,5
-1000,-14992,-5220,-9,-1027,-204,5
-872,-14928,-5220,62,-1428,-285,5
-892,-14768,-5564,63,-1592,-346,5
-80,-14596,-5772,88,-999,-256,5
-776,-14728,-5436,15,-746,18,5
-992,-14884,-5280,-137,-961,-202,5
-536,-14968,-5376,-122,-849,-58,5
-428,-14932,-5300,-102,-602,43,5
-932,-15008,-5152,-70,-917,-165,5
-844,-14948,-5332,-16,-1001,-99,5
-552,-14996,-5216,109,-734,-47,5
-604,-15060,-5296,80,-659,-136,5
-528,-14660,-5472,30,-541,49,5
-892,-14848,-5132,-38,-423,102,5
-816,-14876,-5348,-46,-598,116,5
-552,-14796,-5320,252,-648,90,5
-652,-14864,-5172,0,-682,-72,5
-540,-14648,-5276,-61,-727,-140,5
-980,-14872,-5232,-88,-993,-90,5
-860,-15004,-5232,-50,-1236,-202,5
-564,-14848,-5256,36,-1067,-156,5
-588,-14860,-5456,63,-906,-95,5
-528,-14764,-5236,-36,-1064,-279,5
-712,-15040,-5184,39,-1081,-271,5
-736,-14892,-5232,57,-950,-239,5
-900,-15052,-5180,99,-989,-211,5
-1004,-14804,-5344,35,-1031,-198,5
-704,-15040,-5416,142,-1098,-66,5
-720,-14608,-5696,154,-555,56,5
-808,-14412,-5400,-34,-535,55,5
-1008,-14952,-5296,-92,-374,214,5
-892,-14960,-5076,-25,-552,78,5
-1004,-14984,-5048,22,-778,-50,5
-552,-15004,-4896,144,-724,56,5
-740,-14892,-5268,137,-737,2,5
-1228,-14676,-5220,-49,-1199,-287,5
-1472,-14648,-4916,-395,-2713,-628,5
-328,-15232,-5496,-36,-1282,203,5
-652,-15052,-5324,292,-434,7,5
-1052,-14904,-5008,207,-769,-139,5
-716,-14588,-5396,-25,-1068,-289,5
-528,-14908,-5408,-512,-1068,-281,5
-1220,-14848,-5028,-323,-1096,-283,5
-884,-14904,-4800,-202,-1062,-155,5
-648,-15092,-5012,-81,-910,-45,5
-600,-14960,-4860,15,-763,25,5
-668,-14668,-5024,98,-697,-11,5
-992,-14864,-5324,85,-916,-148,5
-888,-14792,-5124,-6,-1169,-142,5
-836,-14792,-5200,-98,-1042,-128,5
-784,-14960,-5060,-100,-1142,-200,5
-1124,-14940,-4892,-124,-1503,-279,5
-844,-15088,-5140,-98,-1940,-270,5
-424,-15044,-5232,224,-1276,149,5
-92,-14916,-5368,425,-175,314,5
-316,-14588,-5512,478,921,766,5
-1716,-14704,-5268,61,24,-22,5
-1148,-14988,-5312,-74,-525,-35,5
-700,-14840,-5344,-41,-293,212,5
-632,-14812,-5136,-255,184,294,5
-1196,-14960,-5020,-94,-308,164,5
-1012,-14964,-5028,-140,-595,81,5
-1032,-15192,-4944,-11,-777,-73,5
-860,-14952,-4888,120,-1149,-276,5
-620,-14896,-5232,203,-920,-330,5
-856,-14756,-5216,135,-882,-277,5
-856,-14588,-5280,-37,-974,-172,5
-820,-14612,-5292,-67,-962,-202,5
-648,-15012,-5212,34,-646,-42,5
-884,-14896,-5216,75,-478,93,5
-952,-14824,-5204,56,-458,133,5
-924,-14900,-5224,78,-622,108,5
-776,-14896,-5232,75,-651,67,5
-692,-14900,-5156,84,-585,-21,5
-764,-14832,-5332,31,-572,-41,5
-628,-14824,-5188,-6,-598,6,5
-788,-14948,-5340,-5,-534,63,5
-708,-14960,-5036,50,-530,161,5
-664,-14896,-4992,58,-367,220,5
-732,-15024,-5140,92,-294,215,5
-888,-14920,-5268,111,223,217,5
-1204,-14872,-5068,-12,-568,179,5
-720,-14944,-5040,14,-535,220,5
-668,-14928,-5120,248,-465,8,5
-1012,-14936,-5112,-29,-374,217,5
-748,-15236,-4808,-22,-765,109,5
-900,-15256,-4796,55,-793,-140,5
-780,-14996,-4976,155,-920,-219,5
-992,-14776,-5140,176,-974,-208,5
-812,-14780,-5232,111,-984,-26,5
-1212,-14804,-5056,-94,-1194,-213,5
-1452,-15132,-5124,-368,-2336,-779,5
-536,-15100,-5552,-183,-1504,-163,5
-1076,-14912,-4804,-267,-1458,-196,5
-1268,-15564,-4848,-216,-1931,-337,5
-976,-15232,-4840,115,-1590,-125,5
-424,-14936,-5156,365,-1325,-108,5
-224,-14596,-5508,297,-903,-113,5
-780,-14500,-5624,-158,-954,-419,5
-1308,-14712,-5232,-450,-1250,-410,5
-960,-14820,-5096,-378,-1026,-82,5
-784,-14980,-4612,-213,-736,25,5
-748,-15260,-4776,-92,-778,-63,5
-884,-15128,-5072,-43,-948,-130,5
-1048,-14984,-4956,-117,-1458,-407,5
-1288,-14912,-4944,-181,-2340,-575,5
-376,-15120,-5140,146,-1190,88,5
-88,-14852,-5124,424,85,448,5
-1524,-14824,-5088,192,-327,-55,5
-1164,-14624,-5196,-35,-1009,-91,5
-840,-14844,-5360,-141,-653,43,5
-584,-14924,-5268,-153,-121,213,5
-832,-14948,-4984,-201,-20,107,5
-932,-15068,-5020,-205,-158,175,5
-1004,-15076,-4636,-73,-128,244,5
-908,-14984,-4904,64,-137,149,5
-1132,-15052,-4972,58,-670,-92,5
-916,-14940,-5180,247,-1015,-265,5
-876,-14944,-4884,-61,-941,-241,5
-1016,-14828,-5088,-105,-830,-119,5
-872,-14956,-5048,17,-650,24,5
-916,-14992,-5044,70,-596,-21,5
-856,-14904,-5172,160,-459,11,5
-1064,-14896,-5364,60,-454,32,5
-892,-14860,-4964,-92,-611,-39,5
-884,-15020,-5068,-99,-666,-121,5
-888,-15056,-4904,-24,-714,-54,5
-860,-14876,-5128,51,-652,-37,5
-972,-15100,-5116,56,-629,27,5
-936,-14864,-5108,26,-631,48,5
-996,-14920,-5172,2,-565,83,5
-632,-14840,-5292,-30,-363,130,5
-528,-14888,-5220,-37,-244,96,5
-844,-14920,-4920,-72,-267,72,5
-820,-15024,-5200,21,-195,189,5
-936,-14980,-4944,17,-403,104,5
-1020,-14976,-5036,38,-392,69,5
-888,-14892,-5064,2,-530,1,5
-892,-14896,-5040,1,-638,-20,5
-792,-14900,-5100,-14,-682,-75,5
-892,-14952,-5080,-25,-720,-122,5
-864,-15060,-4912,-30,-693,-31,5
-740,-14868,-5188,-43,-590,24,5
-840,-14928,-5108,-47,-495,19,5
-760,-14976,-5084,-34,-539,-34,5
-620,-14956,-5076,-19,-503,-54,5
-692,-14904,-4872,11,-488,-6,5
-832,-14860,-5012,25,-264,-18,5
-932,-14936,-5000,-33,-557,-64,5
-916,-14996,-5132,-22,-643,-31,5
-864,-15032,-5012,-9,-672,-87,5
-904,-14948,-4808,-41,-770,-173,5
-796,-14840,-5096,-47,-785,-150,5
-808,-14964,-5368,-53,-734,-74,5
-872,-14848,-5060,-56,-748,-64,5
-796,-14928,-5356,-57,-740,-81,5
-840,-14984,-5200,-70,-744,-51,5
-856,-14920,-5184,-34,-758,-35,5
-696,-14964,-5100,-30,-779,-73,5
-580,-15104,-4880,-25,-1021,-66,5
-788,-15036,-5140,-21,-697,-11,5
-704,-14952,-5216,-45,-598,-37,5
-812,-14972,-5280,-71,-615,-41,5
-832,-14908,-5284,-69,-588,-15,5
-804,-14964,-5192,-76,-565,-9,5
-976,-15032,-4972,-128,-743,-65,5
-1044,-15188,-4952,-44,-957,-205,5
-1004,-15340,-4720,57,-985,-137,5
-660,-14844,-5192,153,-953,-131,5
-844,-14752,-5348,118,-975,-145,5
-776,-14572,-5372,-56,-919,-9,5
-696,-14596,-5364,-198,-713,93,5
-728,-14876,-5140,-230,-454,132,5
-940,-14920,-5004,-184,-348,138,5
-756,-14984,-5064,-154,-355,200,5
-796,-15180,-4736,-83,-500,209,5
-964,-15172,-4616,-251,-1006,-127,5
-636,-15284,-4752,201,-928,-338,5
-1228,-15100,-4760,229,-1396,-651,5
-856,-14872,-4988,176,-1675,-759,5
-936,-14796,-5228,103,-1638,-658,5
-808,-14704,-5356,39,-1449,-358,5
-648,-14772,-5352,18,-971,-101,5
-884,-14824,-5328,5,-897,-50,5
-1168,-14852,-5264,-55,-833,11,5
-820,-14968,-5076,-58,-979,66,5
-764,-15084,-5056,-38,-947,-68,5
-752,-14820,-5020,-23,-917,-14,5
-756,-14996,-4984,78,-859,57,5
-696,-15132,-5128,127,-766,-41,5
-668,-14896,-5168,92,-617,-55,5
-544,-14852,-5252,59,-507,11,5
-708,-14756,-5208,-90,-291,-134,5
-1060,-14868,-5036,-7,-258,-111,5
-1112,-14992,-4956,-231,-689,-4,5
-728,-14976,-5032,-128,-644,74,5
-664,-15352,-4972,-16,-530,105,5
-692,-15088,-4980,98,-556,65,5
-952,-14860,-5036,78,-613,10,5
-744,-15064,-5024,28,-590,6,5
-892,-14984,-5280,7,-626,-39,5
-844,-14904,-5120,-23,-633,15,5
-680,-14784,-5116,-50,-761,153,5
-792,-14908,-5192,-51,-505,213,5
-996,-15064,-4996,-84,-551,206,5
-728,-15024,-4872,-92,-501,152,5
-716,-15040,-5100,-51,-554,-25,5
-764,-15064,-4984,-2,-645,-115,5
-920,-15116,-4940,-7,-832,-186,5
-816,-14896,-4872,57,-858,-164,5
-1024,-14980,-5056,79,-877,-160,5
-876,-14904,-5092,76,-840,-128,5
-912,-14852,-5280,-17,-802,-80,5
-796,-14912,-5192,-95,-736,-36,5
-944,-14952,-5080,-106,-700,-40,5
-848,-14852,-5008,-54,-613,51,5
-912,-14948,-5064,-26,-594,68,5
-1004,-14932,-4880,-31,-622,57,5
-744,-14952,-5144,8,-553,125,5
-548,-14924,-5132,-3,-768,114,5
-832,-15012,-5012,25,-549,-30,5
-920,-15180,-4980,66,-719,-124,5
-652,-15044,-5008,78,-696,-128,5
-348,-14840,-5104,110,-579,-64,5
-884,-14772,-5340,60,-882,-90,5
-1164,-14800,-5012,-58,-1307,-14,5
-704,-15284,-5076,-61,-1226,-84,5
-948,-15164,-4888,-127,-1611,-441,5
-200,-15356,-5016,13,-1065,-185,5
-528,-14736,-5332,80,-831,-77,5
-300,-14764,-5108,-112,-724,-175,5
-668,-15008,-5356,-184,-278,14,5
-1016,-14932,-4896,-220,-439,-103,5
-908,-15008,-4856,-119,-663,29,5
-964,-15032,-4852,-31,-840,-39,5
-740,-15192,-5028,14,-515,-143,5
-724,-14988,-5112,30,-821,-130,5
-620,-14780,-5056,41,-599,-9,5
-440,-14936,-5044,174,-256,301,5
-1672,-15068,-4620,35,-898,-42,5
-1100,-15008,-4888,61,-941,156,5
-788,-14752,-5192,-94,-1121,-1,5
-620,-14948,-4992,-98,-454,51,5
-960,-15000,-5112,-61,-806,-19,5
-868,-14916,-5084,-95,-835,-256,5
-692,-15040,-5000,-70,-680,16,5
-548,-14960,-5156,-67,-746,-91,5
-788,-14912,-4628,-199,-856,-68,5
-812,-15000,-5036,-117,-756,85,5
-536,-14964,-4884,-16,-773,-2,5
-800,-14992,-4968,-16,-1093,-168,5
-824,-14952,-5156,-59,-1284,-173,5
-788,-14880,-5248,-49,-1116,-120,5
-888,-15008,-5160,-132,-1250,-208,5
-916,-15104,-5344,-156,-1097,-140,5
-968,-14912,-5052,-75,-785,-40,5
-556,-14932,-5208,79,-556,-37,5
-736,-15040,-5180,104,-521,-22,5
-676,-14776,-5148,48,190,163,5
-2008,-15036,-4736,-239,-1072,-217,5
-804,-15008,-5044,-137,-1141,237,5
-1096,-15312,-4796,-95,-2005,-494,5
-264,-14748,-5272,135,-557,196,5
-844,-15056,-5088,-23,-735,14,5
-816,-14996,-5092,-42,-605,60,5
-1016,-15088,-5220,-86,-613,-47,5
-852,-15032,-5072,-135,-696,-66,5
-700,-14872,-5164,-130,-97,125,5
-1128,-14880,-4824,-71,-493,39,5
-868,-14908,-4940,-58,-703,11,5
-696,-14988,-5344,62,-351,80,5
-844,-14732,-5252,-123,-556,-107,5
-1168,-15244,-5072,-199,-907,-139,5
-596,-15136,-4928,6,-262,150,5
-820,-14936,-5188,118,-480,-13,5
-824,-14904,-5064,21,-1091,-229,5
-996,-15004,-5116,21,-1245,-239,5
-636,-15060,-5220,3,-953,-125,5
-836,-14932,-4872,-141,-964,-292,5
-788,-15328,-5140,-238,-770,-125,5
-476,-14888,-5380,157,-239,-59,5
-1000,-14744,-5288,-55,-190,-8,5
-1088,-14872,-4880,-176,-463,12,5
-880,-15108,-5104,-68,-642,38,5
-624,-15092,-5048,41,-711,-115,5
-524,-15004,-5348,52,-774,-108,5
-792,-14896,-5208,28,-969,-91,5
-988,-15060,-5032,24,-912,-256,5
-856,-15048,-5144,138,-595,-247,5
-812,-14740,-5252,46,-788,-46,5
-672,-14748,-5340,-31,-323,277,5
-804,-15316,-5176,-38,-193,155,5
-844,-14944,-5100,-122,-762,-141,5
-564,-14904,-5012,-96,-417,36,5
-868,-14916,-4824,-26,-414,42,5
-840,-15308,-4948,33,-656,-173,5
-728,-15036,-5148,-248,-659,-110,5
-912,-14644,-5152,-7,-651,-27,5
-556,-14844,-5228,-95,-659,7,5
-764,-14976,-5208,-72,-497,65,5
-924,-15132,-4900,-66,-695,13,5
-696,-14972,-5092,-27,-665,22,5
-628,-14824,-5600,-59,-489,-24,5
-1024,-15084,-4916,-95,-630,-6,5
-816,-15036,-5136,-77,-780,-175,5
-804,-14860,-5348,-97,-1021,-123,5
-464,-14932,-5344,75,-215,165,5
-600,-14860,-5332,74,-325,251,5
-536,-14860,-5568,-20,-228,302,5
-592,-14892,-5272,-106,40,293,5
-652,-14992,-5032,-157,99,228,5
-912,-15060,-4860,-115,-130,125,5
-1016,-15200,-4400,-15,-482,33,5
-984,-15084,-4836,51,-818,-110,5
-840,-14880,-4948,-29,-777,-109,5
-976,-14800,-5124,-184,-1032,-51,5
-840,-14976,-5232,-265,-1045,-17,5
-892,-15300,-5120,-281,-1116,-76,5
-772,-15204,-5076,-134,-1244,-118,5
-868,-14936,-5084,-68,-1312,-93,5
-568,-14936,-5292,6,-1205,-46,5
-664,-14900,-5452,-116,-1033,-40,5
-960,-15100,-5296,-196,-959,-52,5
-828,-14932,-5164,-197,-894,-74,5
-760,-15000,-5108,-144,-946,-79,5
-740,-15028,-5060,-123,-1081,-141,5
-776,-15004,-5220,-122,-1215,-241,5
-816,-14932,-5188,-148,-1332,-424,5
-596,-14856,-5456,-149,-1383,-527,5
-944,-14724,-5556,-164,-1264,-522,5
-968,-14760,-5532,-190,-1034,-382,5
-956,-14600,-5468,-209,-719,-142,5
-928,-14776,-5424,-193,-220,202,5
-852,-14624,-5748,-197,183,266,5
-880,-15096,-5580,-169,350,764,5
-908,-15104,-5424,-152,455,471,5
-984,-14856,-5456,-74,599,263,5
-812,-14740,-5396,-26,744,606,5
-644,-14860,-5620,-232,850,710,5
-820,-14692,-5304,61,1001,808,5
-720,-14824,-5400,21,1134,701,5
-640,-14836,-5312,-77,1166,535,5
-988,-14976,-5040,-161,1003,368,5
-872,-15336,-4864,-64,627,265,5
-888,-14976,-4708,35,269,236,5
-708,-14916,-4752,255,-57,507,5
-644,-14872,-5024,-144,-360,191,5
-572,-14872,-4880,-13,-653,-15,5
-948,-15016,-5320,-276,-946,-147,5
-704,-14884,-5208,-241,-1065,-186,5
-688,-14828,-5268,-253,-1134,-225,5
-740,-15016,-5472,-237,-1173,-226,5
-604,-14808,-5512,-232,-1103,-146,5
-576,-14780,-5464,-268,-1032,-194,5
-640,-14632,-5612,-191,-988,-241,5
-740,-14844,-5576,-102,-888,-232,5
-712,-14720,-5508,-69,-759,-154,5
-640,-14664,-5700,-32,-546,-118,5
-708,-14700,-5596,-117,-501,-68,5
-924,-14768,-5552,-148,-433,-85,5
-568,-14684,-5780,-106,-363,15,5
-608,-14512,-5576,-54,-244,288,5
-620,-14912,-5436,-65,-274,326,5
-600,-14948,-5284,-90,-268,119,5
-580,-14940,-5332,-78,-660,-56,5
-608,-14648,-5300,-43,-799,-102,5
-644,-14944,-5320,-47,-1048,-234,5
-644,-15068,-5288,10,-1204,-1,5
-664,-14836,-5472,39,-1206,-265,5
-616,-14720,-5840,39,-1246,-273,5
-728,-14584,-5720,-15,-1192,-245,5
-612,-14724,-5500,-57,-1133,-174,5
-528,-14604,-5788,3,-1058,-110,5
-720,-14700,-5524,66,-991,-120,5
-712,14564,-6268,28,-803,-93,6
-792,14476,-6264,-2,-514,-48,6
-660,14368,-6204,-1,-780,24,6
-716,14460,-6236,15,-787,123,6
-528,14368,-6288,-130,-698,33,6
-768,14324,-6272,-204,-518,-146,6
-644,14276,-6480,-271,-261,-398,6
-620,14368,-6344,-236,-157,-435,6
-612,14400,-6308,-152,-184,-412,6
-536,14532,-6092,-152,-227,-385,6
-576,14492,-6156,-73,-14,-447,6
-608,14704,-5956,52,-586,-160,6
-416,14708,-5696,90,-1014,110,6
-476,14756,-6036,91,-874,278,6
-548,14652,-6200,78,-1222,346,6
-360,14584,-6292,162,-1722,599,6
-108,14752,-6180,204,-2006,1019,6
4,14512,-6532,161,-2032,1200,6
640,14372,-6464,68,-1791,1487,6
920,14304,-6676,-75,-265,1480,6
312,13760,-6656,129,383,1369,6
-256,13768,-6532,141,476,661,6
260,13360,-6884,218,-205,209,6
